20  20  0.50
-0.001342   -0.002582   -0.004531   -0.007224   -0.010415   -0.013476   -0.015452   -0.015334   -0.012486   -0.007039   0.000000   0.007039   0.012486   0.015334   0.015452   0.013476   0.010415   0.007224   0.004531   0.002582   
-0.002869   -0.005522   -0.009688   -0.015446   -0.022270   -0.028815   -0.033041   -0.032788   -0.026699   -0.015051   0.000000   0.015051   0.026699   0.032788   0.033041   0.028815   0.022270   0.015446   0.009688   0.005522   
-0.005664   -0.010899   -0.019123   -0.030489   -0.043958   -0.056878   -0.065220   -0.064720   -0.052700   -0.029709   0.000000   0.029709   0.052700   0.064720   0.065220   0.056878   0.043958   0.030489   0.019123   0.010899   
-0.010320   -0.019860   -0.034845   -0.055555   -0.080096   -0.103638   -0.118838   -0.117928   -0.096025   -0.054134   0.000000   0.054134   0.096025   0.117928   0.118838   0.103638   0.080096   0.055555   0.034845   0.019860   
-0.017358   -0.033404   -0.058610   -0.093445   -0.134723   -0.174322   -0.199888   -0.198359   -0.161517   -0.091055   0.000000   0.091055   0.161517   0.198359   0.199888   0.174322   0.134723   0.093445   0.058610   0.033404   
-0.026952   -0.051867   -0.091004   -0.145093   -0.209186   -0.270671   -0.310368   -0.307993   -0.250789   -0.141382   0.000000   0.141382   0.250789   0.307993   0.310368   0.270671   0.209186   0.145093   0.091004   0.051867   
-0.038631   -0.074343   -0.130439   -0.207966   -0.299833   -0.387960   -0.444860   -0.441455   -0.359463   -0.202647   0.000000   0.202647   0.359463   0.441455   0.444860   0.387960   0.299833   0.207966   0.130439   0.074343   
-0.051114   -0.098365   -0.172588   -0.275166   -0.396717   -0.513322   -0.588607   -0.584103   -0.475616   -0.268128   0.000000   0.268128   0.475616   0.584103   0.588607   0.513322   0.396717   0.275166   0.172588   0.098365   
-0.062430   -0.120144   -0.210799   -0.336089   -0.484552   -0.626972   -0.718926   -0.713425   -0.580919   -0.327492   0.000000   0.327492   0.580919   0.713425   0.718926   0.626972   0.484552   0.336089   0.210799   0.120144   
-0.070390   -0.135462   -0.237675   -0.378939   -0.546330   -0.706909   -0.810587   -0.804384   -0.654985   -0.369247   0.000000   0.369247   0.654985   0.804384   0.810587   0.706909   0.546330   0.378939   0.237675   0.135462   
-0.073263   -0.140990   -0.247375   -0.394404   -0.568627   -0.735759   -0.843668   -0.837212   -0.681715   -0.384316   0.000000   0.384316   0.681715   0.837212   0.843668   0.735759   0.568627   0.394404   0.247375   0.140990   
-0.070390   -0.135462   -0.237675   -0.378939   -0.546330   -0.706909   -0.810587   -0.804384   -0.654985   -0.369247   0.000000   0.369247   0.654985   0.804384   0.810587   0.706909   0.546330   0.378939   0.237675   0.135462   
-0.062430   -0.120144   -0.210799   -0.336089   -0.484552   -0.626972   -0.718926   -0.713425   -0.580919   -0.327492   0.000000   0.327492   0.580919   0.713425   0.718926   0.626972   0.484552   0.336089   0.210799   0.120144   
-0.051114   -0.098365   -0.172588   -0.275166   -0.396717   -0.513322   -0.588607   -0.584103   -0.475616   -0.268128   0.000000   0.268128   0.475616   0.584103   0.588607   0.513322   0.396717   0.275166   0.172588   0.098365   
-0.038631   -0.074343   -0.130439   -0.207966   -0.299833   -0.387960   -0.444860   -0.441455   -0.359463   -0.202647   0.000000   0.202647   0.359463   0.441455   0.444860   0.387960   0.299833   0.207966   0.130439   0.074343   
-0.026952   -0.051867   -0.091004   -0.145093   -0.209186   -0.270671   -0.310368   -0.307993   -0.250789   -0.141382   0.000000   0.141382   0.250789   0.307993   0.310368   0.270671   0.209186   0.145093   0.091004   0.051867   
-0.017358   -0.033404   -0.058610   -0.093445   -0.134723   -0.174322   -0.199888   -0.198359   -0.161517   -0.091055   0.000000   0.091055   0.161517   0.198359   0.199888   0.174322   0.134723   0.093445   0.058610   0.033404   
-0.010320   -0.019860   -0.034845   -0.055555   -0.080096   -0.103638   -0.118838   -0.117928   -0.096025   -0.054134   0.000000   0.054134   0.096025   0.117928   0.118838   0.103638   0.080096   0.055555   0.034845   0.019860   
-0.005664   -0.010899   -0.019123   -0.030489   -0.043958   -0.056878   -0.065220   -0.064720   -0.052700   -0.029709   0.000000   0.029709   0.052700   0.064720   0.065220   0.056878   0.043958   0.030489   0.019123   0.010899   
-0.002869   -0.005522   -0.009688   -0.015446   -0.022270   -0.028815   -0.033041   -0.032788   -0.026699   -0.015051   0.000000   0.015051   0.026699   0.032788   0.033041   0.028815   0.022270   0.015446   0.009688   0.005522   
